gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon,year
1519977,2949,0,479,Ruth Sawyer,0,1490,1580,19,5723,Carla Strasburger,0,1494,1514,42,7,2,1994-08-13,0,1994
1519978,2949,0,479,Ruth Sawyer,0,1490,1580,19,707,Gertrude Savadge,0,1651,1605,27,8,2,1994-08-13,0,1994
1519979,2949,0,479,Ruth Sawyer,0,1490,1580,19,4727,Karol Foss,0,1629,1646,8,10,2,1994-08-13,0,1994
1519980,2949,0,479,Ruth Sawyer,0,1490,1580,19,5699,Mark Feldman,0,1530,1495,65,11,2,1994-08-13,0,1994
1519981,2949,0,479,Ruth Sawyer,0,1490,1580,19,1122,Maxine Saperstein,0,1412,1438,70,13,2,1994-08-13,0,1994
1519982,2949,0,479,Ruth Sawyer,0,1490,1580,19,1267,Naurlene Canterman,0,1494,1531,29,14,2,1994-08-13,0,1994
1519983,2949,0,16422,T C Houlgate-West,0,1522,1491,51,7129,Genevieve Turney,0,1437,1395,85,3,2,1994-08-13,0,1994
1519984,2949,0,16422,T C Houlgate-West,0,1522,1491,51,6530,Kris Madden,0,1419,1445,68,4,2,1994-08-13,0,1994
1519985,2949,0,16422,T C Houlgate-West,0,1522,1491,51,477,Beulah Cooper,0,1339,1279,90,5,2,1994-08-13,0,1994
1519986,2949,0,16422,T C Houlgate-West,0,1522,1491,51,607,Lynne Mitchnick,0,1576,1587,24,6,2,1994-08-13,0,1994
1519987,2949,0,16422,T C Houlgate-West,0,1522,1491,51,707,Gertrude Savadge,0,1651,1605,27,7,2,1994-08-13,0,1994
1519988,2949,0,16422,T C Houlgate-West,0,1522,1491,51,5723,Carla Strasburger,0,1494,1514,42,8,2,1994-08-13,0,1994
1519989,2949,0,16422,T C Houlgate-West,0,1522,1491,51,479,Ruth Sawyer,0,1490,1580,19,9,2,1994-08-13,0,1994
1519990,2949,0,16422,T C Houlgate-West,0,1522,1491,51,685,Cynthia Seales,0,1512,1600,15,10,2,1994-08-13,0,1994
1519991,2949,0,16422,T C Houlgate-West,0,1522,1491,51,1122,Maxine Saperstein,0,1412,1438,70,11,2,1994-08-13,0,1994
1519992,2949,0,16422,T C Houlgate-West,0,1522,1491,51,698,Patty Wayne,0,1601,1633,7,14,2,1994-08-13,0,1994
1519993,2949,0,1113,Patricia A Krohn,0,1627,1558,56,2745,Emma Perryman,0,1452,1498,48,2,2,1994-08-13,0,1994
1519994,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1413,Florence Laatz,0,1556,1494,60,3,2,1994-08-13,0,1994
1519995,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1267,Naurlene Canterman,0,1494,1531,29,4,2,1994-08-13,0,1994
1519996,2949,0,1113,Patricia A Krohn,0,1627,1558,56,2308,Mike Sherman,0,1518,1516,58,6,2,1994-08-13,0,1994
1519997,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1537,Harriet Strasberg,0,1596,1566,44,8,2,1994-08-13,0,1994
1519998,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1122,Maxine Saperstein,0,1412,1438,70,9,2,1994-08-13,0,1994
1519999,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1757,Jeff Parsons,0,1605,1595,21,10,2,1994-08-13,0,1994
1520000,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1545,Susan Hoehn,0,1357,1398,78,12,2,1994-08-13,0,1994
1520001,2949,0,1113,Patricia A Krohn,0,1627,1558,56,4806,Kyu Yoo Young,0,1659,1614,22,13,2,1994-08-13,0,1994
1520002,2949,0,1113,Patricia A Krohn,0,1627,1558,56,1460,Jim W Fischer,0,1555,1611,17,14,2,1994-08-13,0,1994
1520003,2949,0,6884,Amnon Meyers,0,1675,1708,3,206,Hilda Siegel,0,1427,1345,89,1,2,1994-08-13,0,1994
1520004,2949,0,6884,Amnon Meyers,0,1675,1708,3,1537,Harriet Strasberg,0,1596,1566,44,3,2,1994-08-13,0,1994
1520005,2949,0,6884,Amnon Meyers,0,1675,1708,3,685,Cynthia Seales,0,1512,1600,15,4,2,1994-08-13,0,1994
1520006,2949,0,6884,Amnon Meyers,0,1675,1708,3,352,Joyce Palmer,0,1522,1491,61,5,2,1994-08-13,0,1994
1520007,2949,0,6884,Amnon Meyers,0,1675,1708,3,3752,Peter Bellin,0,1536,1475,77,7,2,1994-08-13,0,1994
1520008,2949,0,6884,Amnon Meyers,0,1675,1708,3,236,David Stone,0,1601,1539,32,9,2,1994-08-13,0,1994
1520009,2949,0,6884,Amnon Meyers,0,1675,1708,3,2308,Mike Sherman,0,1518,1516,58,11,2,1994-08-13,0,1994
1520010,2949,0,6884,Amnon Meyers,0,1675,1708,3,3371,Wendy Littman,0,1670,1715,6,12,2,1994-08-13,0,1994
1520011,2949,0,6884,Amnon Meyers,0,1675,1708,3,698,Patty Wayne,0,1601,1633,7,13,2,1994-08-13,0,1994
1520012,2949,0,1679,John Chew,0,1649,1726,2,912,Gene Rawlins,0,1380,1531,18,2,2,1994-08-13,0,1994
1520013,2949,0,1679,John Chew,0,1649,1726,2,7416,John Gaines,0,1668,1603,92,3,2,1994-08-13,0,1994
1520014,2949,0,1679,John Chew,0,1649,1726,2,712,Barbara Platt,0,1428,1446,62,5,2,1994-08-13,0,1994
1520015,2949,0,1679,John Chew,0,1649,1726,2,1027,Greg Heidler,0,1636,1645,14,6,2,1994-08-13,0,1994
1520016,2949,0,1679,John Chew,0,1649,1726,2,1757,Jeff Parsons,0,1605,1595,21,7,2,1994-08-13,0,1994
1520017,2949,0,1679,John Chew,0,1649,1726,2,685,Cynthia Seales,0,1512,1600,15,8,2,1994-08-13,0,1994
1520018,2949,0,1679,John Chew,0,1649,1726,2,1460,Jim W Fischer,0,1555,1611,17,11,2,1994-08-13,0,1994
1520019,2949,0,1679,John Chew,0,1649,1726,2,1537,Harriet Strasberg,0,1596,1566,44,12,2,1994-08-13,0,1994
1520020,2949,0,1679,John Chew,0,1649,1726,2,2308,Mike Sherman,0,1518,1516,58,13,2,1994-08-13,0,1994
1520021,2949,0,1851,Sal Dijamco,0,1637,1633,11,82,Sally Ricketts,0,1457,1435,79,1,2,1994-08-13,0,1994
1520022,2949,0,1851,Sal Dijamco,0,1637,1633,11,4515,William Lincoln III Palmer,0,1407,1425,69,5,2,1994-08-13,0,1994
1520023,2949,0,1851,Sal Dijamco,0,1637,1633,11,5309,Arthur Finkle,0,1411,1471,46,7,2,1994-08-13,0,1994
1520024,2949,0,1851,Sal Dijamco,0,1637,1633,11,1041,Elizabeth Wood,0,1459,1419,74,8,2,1994-08-13,0,1994
1520025,2949,0,1851,Sal Dijamco,0,1637,1633,11,1461,T A Sanders,0,1407,1339,88,9,2,1994-08-13,0,1994
1520026,2949,0,1851,Sal Dijamco,0,1637,1633,11,6530,Kris Madden,0,1419,1445,68,11,2,1994-08-13,0,1994
1520027,2949,0,1851,Sal Dijamco,0,1637,1633,11,2319,Robert Smith,0,1536,1547,43,12,2,1994-08-13,0,1994
1520028,2949,0,1851,Sal Dijamco,0,1637,1633,11,3752,Peter Bellin,0,1536,1475,77,13,2,1994-08-13,0,1994
1520029,2949,0,1851,Sal Dijamco,0,1637,1633,11,248,Charlene White,0,1562,1597,16,14,2,1994-08-13,0,1994
1520030,2949,0,1027,Greg Heidler,0,1636,1645,14,1062,Eleanor Traeg,0,1546,1532,55,1,2,1994-08-13,0,1994
1520031,2949,0,1027,Greg Heidler,0,1636,1645,14,524,Susan Love,0,1421,1501,41,2,2,1994-08-13,0,1994
1520032,2949,0,1027,Greg Heidler,0,1636,1645,14,712,Barbara Platt,0,1428,1446,62,4,2,1994-08-13,0,1994
1520033,2949,0,1027,Greg Heidler,0,1636,1645,14,2744,Jerri Bergeron,0,1626,1623,13,5,2,1994-08-13,0,1994
1520034,2949,0,1027,Greg Heidler,0,1636,1645,14,386,Beth Fleischer,0,1535,1473,72,7,2,1994-08-13,0,1994
1520035,2949,0,1027,Greg Heidler,0,1636,1645,14,1397,Connie Breitbeil,0,1683,1630,31,8,2,1994-08-13,0,1994
1520036,2949,0,1027,Greg Heidler,0,1636,1645,14,2427,Suzanne Dundas,0,1548,1541,38,9,2,1994-08-13,0,1994
1520037,2949,0,1027,Greg Heidler,0,1636,1645,14,1594,Larry Gradus,0,1665,1669,10,12,2,1994-08-13,0,1994
1520038,2949,0,1027,Greg Heidler,0,1636,1645,14,1460,Jim W Fischer,0,1555,1611,17,13,2,1994-08-13,0,1994
1520039,2949,0,448,Glenda Short,0,1588,1660,5,6530,Kris Madden,0,1419,1445,68,1,2,1994-08-13,0,1994
1520040,2949,0,448,Glenda Short,0,1588,1660,5,366,Gwen Bishop,0,1486,1517,35,2,2,1994-08-13,0,1994
1520041,2949,0,448,Glenda Short,0,1588,1660,5,4123,Hildagard Powell,0,1639,1613,20,5,2,1994-08-13,0,1994
1520042,2949,0,448,Glenda Short,0,1588,1660,5,82,Sally Ricketts,0,1457,1435,79,7,2,1994-08-13,0,1994
1520043,2949,0,448,Glenda Short,0,1588,1660,5,3371,Wendy Littman,0,1670,1715,6,8,2,1994-08-13,0,1994
1520044,2949,0,448,Glenda Short,0,1588,1660,5,364,Jamila Atcha,0,1312,1343,80,9,2,1994-08-13,0,1994
1520045,2949,0,448,Glenda Short,0,1588,1660,5,1594,Larry Gradus,0,1665,1669,10,10,2,1994-08-13,0,1994
1520046,2949,0,448,Glenda Short,0,1588,1660,5,1027,Greg Heidler,0,1636,1645,14,11,2,1994-08-13,0,1994
1520047,2949,0,448,Glenda Short,0,1588,1660,5,2308,Mike Sherman,0,1518,1516,58,14,2,1994-08-13,0,1994
1520048,2949,0,1460,Jim W Fischer,0,1555,1611,17,3385,Joyce Zmorzynski,0,1380,1367,84,1,2,1994-08-13,0,1994
1520049,2949,0,1460,Jim W Fischer,0,1555,1611,17,1816,Toni Douglas,0,1271,1331,73,2,2,1994-08-13,0,1994
1520050,2949,0,1460,Jim W Fischer,0,1555,1611,17,4727,Karol Foss,0,1629,1646,8,3,2,1994-08-13,0,1994
1520051,2949,0,1460,Jim W Fischer,0,1555,1611,17,4415,Kamal Dyal,0,1440,1460,52,4,2,1994-08-13,0,1994
1520052,2949,0,1460,Jim W Fischer,0,1555,1611,17,3752,Peter Bellin,0,1536,1475,77,5,2,1994-08-13,0,1994
1520053,2949,0,1460,Jim W Fischer,0,1555,1611,17,2744,Jerri Bergeron,0,1626,1623,13,7,2,1994-08-13,0,1994
1520054,2949,0,1460,Jim W Fischer,0,1555,1611,17,4364,Joyce Frasco,0,1559,1565,25,9,2,1994-08-13,0,1994
1520055,2949,0,1460,Jim W Fischer,0,1555,1611,17,1537,Harriet Strasberg,0,1596,1566,44,10,2,1994-08-13,0,1994
1520056,2949,0,1460,Jim W Fischer,0,1555,1611,17,698,Patty Wayne,0,1601,1633,7,12,2,1994-08-13,0,1994
1520057,2949,0,2219,Don Bush,0,1620,1622,26,2170,Tom Adams,0,1553,1518,54,1,2,1994-08-13,0,1994
1520058,2949,0,2219,Don Bush,0,1620,1622,26,406,Helen Burns,0,1493,1466,67,3,2,1994-08-13,0,1994
1520059,2949,0,2219,Don Bush,0,1620,1622,26,340,Judy Levitt,0,1663,1608,23,4,2,1994-08-13,0,1994
1520060,2949,0,2219,Don Bush,0,1620,1622,26,479,Ruth Sawyer,0,1490,1580,19,6,2,1994-08-13,0,1994
1520061,2949,0,2219,Don Bush,0,1620,1622,26,8722,Frances Eberly,0,1393,1458,53,9,2,1994-08-13,0,1994
1520062,2949,0,2219,Don Bush,0,1620,1622,26,2084,Vail Palmer,0,1527,1538,40,10,2,1994-08-13,0,1994
1520063,2949,0,2219,Don Bush,0,1620,1622,26,1727,Gina Dumez,0,1501,1492,57,11,2,1994-08-13,0,1994
1520064,2949,0,2219,Don Bush,0,1620,1622,26,1062,Eleanor Traeg,0,1546,1532,55,13,2,1994-08-13,0,1994
1520065,2949,0,2219,Don Bush,0,1620,1622,26,2427,Suzanne Dundas,0,1548,1541,38,14,2,1994-08-13,0,1994
1520066,2949,0,353,Gary Moss,0,1644,1567,45,8722,Frances Eberly,0,1393,1458,53,1,2,1994-08-13,0,1994
1520067,2949,0,353,Gary Moss,0,1644,1567,45,5723,Carla Strasburger,0,1494,1514,42,2,2,1994-08-13,0,1994
1520068,2949,0,353,Gary Moss,0,1644,1567,45,17121,Dane Barnhard,0,1568,1516,59,3,2,1994-08-13,0,1994
1520069,2949,0,353,Gary Moss,0,1644,1567,45,1545,Susan Hoehn,0,1357,1398,78,5,2,1994-08-13,0,1994
1520070,2949,0,353,Gary Moss,0,1644,1567,45,448,Glenda Short,0,1588,1660,5,6,2,1994-08-13,0,1994
1520071,2949,0,353,Gary Moss,0,1644,1567,45,1113,Patricia A Krohn,0,1627,1558,56,7,2,1994-08-13,0,1994
1520072,2949,0,353,Gary Moss,0,1644,1567,45,1727,Gina Dumez,0,1501,1492,57,10,2,1994-08-13,0,1994
1520073,2949,0,353,Gary Moss,0,1644,1567,45,2219,Don Bush,0,1620,1622,26,12,2,1994-08-13,0,1994
1520074,2949,0,353,Gary Moss,0,1644,1567,45,912,Gene Rawlins,0,1380,1531,18,13,2,1994-08-13,0,1994
1520075,2949,0,2308,Mike Sherman,0,1518,1516,58,700,Al Demers,0,1630,1526,66,1,2,1994-08-13,0,1994
1520076,2949,0,2308,Mike Sherman,0,1518,1516,58,1397,Connie Breitbeil,0,1683,1630,31,2,2,1994-08-13,0,1994
1520077,2949,0,2308,Mike Sherman,0,1518,1516,58,477,Beulah Cooper,0,1339,1279,90,3,2,1994-08-13,0,1994
1520078,2949,0,2308,Mike Sherman,0,1518,1516,58,4727,Karol Foss,0,1629,1646,8,4,2,1994-08-13,0,1994
1520079,2949,0,2308,Mike Sherman,0,1518,1516,58,1267,Naurlene Canterman,0,1494,1531,29,5,2,1994-08-13,0,1994
1520080,2949,0,2308,Mike Sherman,0,1518,1516,58,2219,Don Bush,0,1620,1622,26,7,2,1994-08-13,0,1994
1520081,2949,0,2308,Mike Sherman,0,1518,1516,58,8722,Frances Eberly,0,1393,1458,53,8,2,1994-08-13,0,1994
1520082,2949,0,2308,Mike Sherman,0,1518,1516,58,3371,Wendy Littman,0,1670,1715,6,10,2,1994-08-13,0,1994
1520083,2949,0,2308,Mike Sherman,0,1518,1516,58,4806,Kyu Yoo Young,0,1659,1614,22,12,2,1994-08-13,0,1994
1520084,2949,0,2744,Jerri Bergeron,0,1626,1623,13,1461,T A Sanders,0,1407,1339,88,1,2,1994-08-13,0,1994
1520085,2949,0,2744,Jerri Bergeron,0,1626,1623,13,248,Charlene White,0,1562,1597,16,3,2,1994-08-13,0,1994
1520086,2949,0,2744,Jerri Bergeron,0,1626,1623,13,1679,John Chew,0,1649,1726,2,4,2,1994-08-13,0,1994
1520087,2949,0,2744,Jerri Bergeron,0,1626,1623,13,712,Barbara Platt,0,1428,1446,62,6,2,1994-08-13,0,1994
1520088,2949,0,2744,Jerri Bergeron,0,1626,1623,13,4364,Joyce Frasco,0,1559,1565,25,8,2,1994-08-13,0,1994
1520089,2949,0,2744,Jerri Bergeron,0,1626,1623,13,4727,Karol Foss,0,1629,1646,8,11,2,1994-08-13,0,1994
1520090,2949,0,2744,Jerri Bergeron,0,1626,1623,13,479,Ruth Sawyer,0,1490,1580,19,12,2,1994-08-13,0,1994
1520091,2949,0,2744,Jerri Bergeron,0,1626,1623,13,340,Judy Levitt,0,1663,1608,23,13,2,1994-08-13,0,1994
1520092,2949,0,685,Cynthia Seales,0,1512,1600,15,1594,Larry Gradus,0,1665,1669,10,1,2,1994-08-13,0,1994
1520093,2949,0,685,Cynthia Seales,0,1512,1600,15,4093,Michael Stevens,0,1558,1556,37,2,2,1994-08-13,0,1994
1520094,2949,0,685,Cynthia Seales,0,1512,1600,15,2428,Esla Ewida,0,1480,1425,83,3,2,1994-08-13,0,1994
1520095,2949,0,685,Cynthia Seales,0,1512,1600,15,1397,Connie Breitbeil,0,1683,1630,31,5,2,1994-08-13,0,1994
1520096,2949,0,685,Cynthia Seales,0,1512,1600,15,352,Joyce Palmer,0,1522,1491,61,6,2,1994-08-13,0,1994
1520097,2949,0,685,Cynthia Seales,0,1512,1600,15,4727,Karol Foss,0,1629,1646,8,7,2,1994-08-13,0,1994
1520098,2949,0,685,Cynthia Seales,0,1512,1600,15,4364,Joyce Frasco,0,1559,1565,25,11,2,1994-08-13,0,1994
1520099,2949,0,685,Cynthia Seales,0,1512,1600,15,2427,Suzanne Dundas,0,1548,1541,38,13,2,1994-08-13,0,1994
1520100,2949,0,1757,Jeff Parsons,0,1605,1595,21,2427,Suzanne Dundas,0,1548,1541,38,1,2,1994-08-13,0,1994
1520101,2949,0,1757,Jeff Parsons,0,1605,1595,21,4123,Hildagard Powell,0,1639,1613,20,3,2,1994-08-13,0,1994
1520102,2949,0,1757,Jeff Parsons,0,1605,1595,21,4415,Kamal Dyal,0,1440,1460,52,5,2,1994-08-13,0,1994
1520103,2949,0,1757,Jeff Parsons,0,1605,1595,21,1460,Jim W Fischer,0,1555,1611,17,6,2,1994-08-13,0,1994
1520104,2949,0,1757,Jeff Parsons,0,1605,1595,21,4727,Karol Foss,0,1629,1646,8,8,2,1994-08-13,0,1994
1520105,2949,0,1757,Jeff Parsons,0,1605,1595,21,1594,Larry Gradus,0,1665,1669,10,9,2,1994-08-13,0,1994
1520106,2949,0,1757,Jeff Parsons,0,1605,1595,21,1545,Susan Hoehn,0,1357,1398,78,11,2,1994-08-13,0,1994
1520107,2949,0,1757,Jeff Parsons,0,1605,1595,21,1451,Paul Terry,0,1649,1685,4,12,2,1994-08-13,0,1994
1520108,2949,0,9071,John Anderson,0,1471,1526,34,349,Tom Titus,0,1614,1568,39,1,2,1994-08-13,0,1994
1520109,2949,0,9071,John Anderson,0,1471,1526,34,262,Andrea Carla Michaels,0,1388,1524,28,3,2,1994-08-13,0,1994
1520110,2949,0,9071,John Anderson,0,1471,1526,34,7052,Al Medrano,0,1401,1463,47,8,2,1994-08-13,0,1994
1520111,2949,0,9071,John Anderson,0,1471,1526,34,406,Helen Burns,0,1493,1466,67,9,2,1994-08-13,0,1994
1520112,2949,0,9071,John Anderson,0,1471,1526,34,985,Brenda Megannety,0,1560,1460,76,10,2,1994-08-13,0,1994
1520113,2949,0,9071,John Anderson,0,1471,1526,34,5309,Arthur Finkle,0,1411,1471,46,12,2,1994-08-13,0,1994
1520114,2949,0,9071,John Anderson,0,1471,1526,34,236,David Stone,0,1601,1539,32,13,2,1994-08-13,0,1994
1520115,2949,0,9071,John Anderson,0,1471,1526,34,2170,Tom Adams,0,1553,1518,54,14,2,1994-08-13,0,1994
1520116,2949,0,366,Gwen Bishop,0,1486,1517,35,479,Ruth Sawyer,0,1490,1580,19,1,2,1994-08-13,0,1994
1520117,2949,0,366,Gwen Bishop,0,1486,1517,35,1036,Betty Cornelison,0,1373,1515,12,4,2,1994-08-13,0,1994
1520118,2949,0,366,Gwen Bishop,0,1486,1517,35,4365,Dorothy Halprin,0,1372,1366,86,7,2,1994-08-13,0,1994
1520119,2949,0,366,Gwen Bishop,0,1486,1517,35,4515,William Lincoln III Palmer,0,1407,1425,69,8,2,1994-08-13,0,1994
1520120,2949,0,366,Gwen Bishop,0,1486,1517,35,318,Shelley Koch,0,1474,1446,64,9,2,1994-08-13,0,1994
1520121,2949,0,366,Gwen Bishop,0,1486,1517,35,1000,Diane Brown,0,1300,1416,71,10,2,1994-08-13,0,1994
1520122,2949,0,366,Gwen Bishop,0,1486,1517,35,262,Andrea Carla Michaels,0,1388,1524,28,11,2,1994-08-13,0,1994
1520123,2949,0,366,Gwen Bishop,0,1486,1517,35,340,Judy Levitt,0,1663,1608,23,12,2,1994-08-13,0,1994
1520124,2949,0,340,Judy Levitt,0,1663,1608,23,5309,Arthur Finkle,0,1411,1471,46,1,2,1994-08-13,0,1994
1520125,2949,0,340,Judy Levitt,0,1663,1608,23,3752,Peter Bellin,0,1536,1475,77,2,2,1994-08-13,0,1994
1520126,2949,0,340,Judy Levitt,0,1663,1608,23,459,Mary Lee Couey,0,1625,1487,81,3,2,1994-08-13,0,1994
1520127,2949,0,340,Judy Levitt,0,1663,1608,23,4093,Michael Stevens,0,1558,1556,37,8,2,1994-08-13,0,1994
1520128,2949,0,340,Judy Levitt,0,1663,1608,23,524,Susan Love,0,1421,1501,41,9,2,1994-08-13,0,1994
1520129,2949,0,340,Judy Levitt,0,1663,1608,23,262,Andrea Carla Michaels,0,1388,1524,28,10,2,1994-08-13,0,1994
1520130,2949,0,340,Judy Levitt,0,1663,1608,23,1000,Diane Brown,0,1300,1416,71,11,2,1994-08-13,0,1994
1520131,2949,0,340,Judy Levitt,0,1663,1608,23,353,Gary Moss,0,1644,1567,45,14,2,1994-08-13,0,1994
1520132,2949,0,607,Lynne Mitchnick,0,1576,1587,24,1036,Betty Cornelison,0,1373,1515,12,1,2,1994-08-13,0,1994
1520133,2949,0,607,Lynne Mitchnick,0,1576,1587,24,477,Beulah Cooper,0,1339,1279,90,4,2,1994-08-13,0,1994
1520134,2949,0,607,Lynne Mitchnick,0,1576,1587,24,4299,Kunihiko Kuroda,0,1491,1383,87,7,2,1994-08-13,0,1994
1520135,2949,0,607,Lynne Mitchnick,0,1576,1587,24,4415,Kamal Dyal,0,1440,1460,52,8,2,1994-08-13,0,1994
1520136,2949,0,607,Lynne Mitchnick,0,1576,1587,24,1397,Connie Breitbeil,0,1683,1630,31,10,2,1994-08-13,0,1994
1520137,2949,0,607,Lynne Mitchnick,0,1576,1587,24,980,Lisa Kessler,0,1354,1409,75,11,2,1994-08-13,0,1994
1520138,2949,0,607,Lynne Mitchnick,0,1576,1587,24,22347,David Walker,0,1525,1503,49,12,2,1994-08-13,0,1994
1520139,2949,0,607,Lynne Mitchnick,0,1576,1587,24,248,Charlene White,0,1562,1597,16,13,2,1994-08-13,0,1994
1520140,2949,0,349,Tom Titus,0,1614,1568,39,904,Tim Anglin,0,1649,1661,9,4,2,1994-08-13,0,1994
1520141,2949,0,349,Tom Titus,0,1614,1568,39,758,Pat Hardwick,0,1285,1217,91,7,2,1994-08-13,0,1994
1520142,2949,0,349,Tom Titus,0,1614,1568,39,6558,Lee Cooper,0,1521,1543,33,8,2,1994-08-13,0,1994
1520143,2949,0,349,Tom Titus,0,1614,1568,39,3385,Joyce Zmorzynski,0,1380,1367,84,9,2,1994-08-13,0,1994
1520144,2949,0,349,Tom Titus,0,1614,1568,39,524,Susan Love,0,1421,1501,41,10,2,1994-08-13,0,1994
1520145,2949,0,349,Tom Titus,0,1614,1568,39,5723,Carla Strasburger,0,1494,1514,42,12,2,1994-08-13,0,1994
1520146,2949,0,349,Tom Titus,0,1614,1568,39,4299,Kunihiko Kuroda,0,1491,1383,87,13,2,1994-08-13,0,1994
1520147,2949,0,349,Tom Titus,0,1614,1568,39,5699,Mark Feldman,0,1530,1495,65,14,2,1994-08-13,0,1994
1520148,2949,0,912,Gene Rawlins,0,1380,1531,18,249,Vivian Minden,0,1431,1519,30,3,2,1994-08-13,0,1994
1520149,2949,0,912,Gene Rawlins,0,1380,1531,18,17121,Dane Barnhard,0,1568,1516,59,4,2,1994-08-13,0,1994
1520150,2949,0,912,Gene Rawlins,0,1380,1531,18,2319,Robert Smith,0,1536,1547,43,5,2,1994-08-13,0,1994
1520151,2949,0,912,Gene Rawlins,0,1380,1531,18,117,Lorraine Burton,0,1445,1410,82,7,2,1994-08-13,0,1994
1520152,2949,0,912,Gene Rawlins,0,1380,1531,18,1413,Florence Laatz,0,1556,1494,60,9,2,1994-08-13,0,1994
1520153,2949,0,912,Gene Rawlins,0,1380,1531,18,349,Tom Titus,0,1614,1568,39,11,2,1994-08-13,0,1994
1520154,2949,0,912,Gene Rawlins,0,1380,1531,18,524,Susan Love,0,1421,1501,41,12,2,1994-08-13,0,1994
1520155,2949,0,912,Gene Rawlins,0,1380,1531,18,2744,Jerri Bergeron,0,1626,1623,13,14,2,1994-08-13,0,1994
1520156,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,349,Tom Titus,0,1614,1568,39,2,2,1994-08-13,0,1994
1520157,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,459,Mary Lee Couey,0,1625,1487,81,5,2,1994-08-13,0,1994
1520158,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,117,Lorraine Burton,0,1445,1410,82,6,2,1994-08-13,0,1994
1520159,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,1062,Eleanor Traeg,0,1546,1532,55,7,2,1994-08-13,0,1994
1520160,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,2170,Tom Adams,0,1553,1518,54,9,2,1994-08-13,0,1994
1520161,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,1000,Diane Brown,0,1300,1416,71,12,2,1994-08-13,0,1994
1520162,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,2084,Vail Palmer,0,1527,1538,40,13,2,1994-08-13,0,1994
1520163,2949,0,262,Andrea Carla Michaels,0,1388,1524,28,4727,Karol Foss,0,1629,1646,8,14,2,1994-08-13,0,1994
1520164,2949,0,1267,Naurlene Canterman,0,1494,1531,29,117,Lorraine Burton,0,1445,1410,82,1,2,1994-08-13,0,1994
1520165,2949,0,1267,Naurlene Canterman,0,1494,1531,29,4515,William Lincoln III Palmer,0,1407,1425,69,2,2,1994-08-13,0,1994
1520166,2949,0,1267,Naurlene Canterman,0,1494,1531,29,4415,Kamal Dyal,0,1440,1460,52,7,2,1994-08-13,0,1994
1520167,2949,0,1267,Naurlene Canterman,0,1494,1531,29,4299,Kunihiko Kuroda,0,1491,1383,87,8,2,1994-08-13,0,1994
1520168,2949,0,1267,Naurlene Canterman,0,1494,1531,29,607,Lynne Mitchnick,0,1576,1587,24,9,2,1994-08-13,0,1994
1520169,2949,0,1267,Naurlene Canterman,0,1494,1531,29,7416,John Gaines,0,1668,1603,92,10,2,1994-08-13,0,1994
1520170,2949,0,1267,Naurlene Canterman,0,1494,1531,29,1062,Eleanor Traeg,0,1546,1532,55,11,2,1994-08-13,0,1994
1520171,2949,0,1267,Naurlene Canterman,0,1494,1531,29,747,Joan Mocine,0,1550,1538,36,13,2,1994-08-13,0,1994
1520172,2949,0,1594,Larry Gradus,0,1665,1669,10,2428,Esla Ewida,0,1480,1425,83,2,2,1994-08-13,0,1994
1520173,2949,0,1594,Larry Gradus,0,1665,1669,10,4093,Michael Stevens,0,1558,1556,37,3,2,1994-08-13,0,1994
1520174,2949,0,1594,Larry Gradus,0,1665,1669,10,5699,Mark Feldman,0,1530,1495,65,5,2,1994-08-13,0,1994
1520175,2949,0,1594,Larry Gradus,0,1665,1669,10,4365,Dorothy Halprin,0,1372,1366,86,6,2,1994-08-13,0,1994
1520176,2949,0,1594,Larry Gradus,0,1665,1669,10,1000,Diane Brown,0,1300,1416,71,7,2,1994-08-13,0,1994
1520177,2949,0,1594,Larry Gradus,0,1665,1669,10,4806,Kyu Yoo Young,0,1659,1614,22,8,2,1994-08-13,0,1994
1520178,2949,0,1594,Larry Gradus,0,1665,1669,10,249,Vivian Minden,0,1431,1519,30,9,2,1994-08-13,0,1994
1520179,2949,0,1594,Larry Gradus,0,1665,1669,10,4727,Karol Foss,0,1629,1646,8,13,2,1994-08-13,0,1994
1520180,2949,0,8722,Frances Eberly,0,1393,1458,53,17121,Dane Barnhard,0,1568,1516,59,2,2,1994-08-13,0,1994
1520181,2949,0,8722,Frances Eberly,0,1393,1458,53,1461,T A Sanders,0,1407,1339,88,4,2,1994-08-13,0,1994
1520182,2949,0,8722,Frances Eberly,0,1393,1458,53,2745,Emma Perryman,0,1452,1498,48,5,2,1994-08-13,0,1994
